,generated,actual
35,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 1279, 68, 418, 62, 5907, 29]"
36,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 32932, 62, 1676, 3455, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
37,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 2164, 265, 3984, 60, 1279, 68, 418, 62, 5907, 29]"
38,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 34470, 9449, 62, 32932, 62, 2164, 265, 3984, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
39,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
40,"[27, 82, 418, 62, 5907, 29, 220, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
41,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
42,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
43,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
44,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
45,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
46,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
47,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
48,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
49,"[27, 82, 418, 62, 5907, 29, 220, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
50,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
51,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 220, 1279, 68, 418, 62, 5907, 29]"
52,"[27, 82, 418, 62, 5907, 29, 220, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
53,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
54,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
55,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 1279, 68, 418, 62, 5907, 29]"
56,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
57,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
58,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
59,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
60,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
61,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
62,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
63,"[27, 82, 418, 62, 5907, 29, 220, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
64,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 32932, 62, 1676, 3455, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 1279, 68, 418, 62, 5907, 29]"
65,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
66,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
67,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
68,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
69,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
